 Id;Name;BuildId;Duration;CalcPrio;LastRun;NumRan;NumErrors;Verdict;Cycle;LastResults
121;8;13;0.007;0;2014-02-25 01:45:19;1;1;1;5;[]
120;7;13;0.006;0;2014-02-25 01:45:19;1;0;0;5;[]
123;11;13;0.014;0;2014-02-25 01:45:19;1;0;0;5;[]
119;6;13;0.008;0;2014-02-25 01:45:19;1;0;0;5;[]
117;4;13;0.158;0;2014-02-25 01:45:19;3;0;0;5;[]
114;1;13;22.06;0;2014-02-25 01:45:19;2;0;0;5;[]
118;5;13;3.762;0;2014-02-25 01:45:19;1;0;0;5;[]
116;3;13;0.001;0;2014-02-25 01:45:19;1;0;0;5;[]
115;2;13;7.028;0;2014-02-25 01:45:19;1;0;0;5;[]
133;11;14;0.009;0;2014-02-25 01:52:46;1;0;0;5;[]
132;9;14;0.501;0;2014-02-25 01:52:46;1;1;1;5;[]
131;8;14;0.003;0;2014-02-25 01:52:46;1;1;1;5;[]
129;6;14;0;0;2014-02-25 01:52:46;1;0;0;5;[]
130;7;14;0.015;0;2014-02-25 01:52:46;1;0;0;5;[]
127;4;14;0.126;0;2014-02-25 01:52:46;3;0;0;5;[]
126;3;14;0.005;0;2014-02-25 01:52:46;1;0;0;5;[]
125;2;14;6.285;0;2014-02-25 01:52:46;1;0;0;5;[]
124;1;14;21.09;0;2014-02-25 01:52:46;2;0;0;5;[]
128;5;14;2.735;0;2014-02-25 01:52:46;1;0;0;5;[]
144;11;15;0.005;0;2014-02-25 01:59:49;1;0;0;5;[]
143;10;15;0.034;0;2014-02-25 01:59:49;1;0;0;5;[]
142;9;15;0;0;2014-02-25 01:59:49;1;0;0;5;[]
141;8;15;0.197;0;2014-02-25 01:59:49;1;0;0;5;[]
140;7;15;0.027;0;2014-02-25 01:59:49;1;0;0;5;[]
139;6;15;0;0;2014-02-25 01:59:49;1;0;0;5;[]
137;4;15;0.157;0;2014-02-25 01:59:49;3;0;0;5;[]
136;3;15;0.005;0;2014-02-25 01:59:49;1;0;0;5;[]
135;2;15;6.228;0;2014-02-25 01:59:49;1;0;0;5;[]
134;1;15;21.815;0;2014-02-25 01:59:49;2;0;0;5;[]
138;5;15;4.32;0;2014-02-25 01:59:49;1;0;0;5;[]
155;11;16;0.012;0;2014-02-25 02:42:29;1;0;0;6;[]
154;10;16;0.045;0;2014-02-25 02:42:29;1;0;0;6;[]
153;9;16;0;0;2014-02-25 02:42:29;1;0;0;6;[]
152;8;16;0.208;0;2014-02-25 02:42:29;1;0;0;6;[]
151;7;16;0.027;0;2014-02-25 02:42:29;1;0;0;6;[]
150;6;16;0;0;2014-02-25 02:42:29;1;0;0;6;[]
148;4;16;0.146;0;2014-02-25 02:42:29;3;0;0;6;[]
147;3;16;0.001;0;2014-02-25 02:42:29;1;0;0;6;[]
146;2;16;6.197;0;2014-02-25 02:42:29;1;0;0;6;[]
145;1;16;21.861;0;2014-02-25 02:42:29;2;0;0;6;[]
149;5;16;26.734;0;2014-02-25 02:42:29;1;0;0;6;[]
163;8;17;0.785;0;2014-02-25 02:55:57;1;0;0;6;[]
166;11;17;0.048;0;2014-02-25 02:55:57;1;0;0;6;[]
165;10;17;0.047;0;2014-02-25 02:55:57;1;0;0;6;[]
164;9;17;0.252;0;2014-02-25 02:55:57;1;0;0;6;[]
162;7;17;0.012;0;2014-02-25 02:55:57;1;0;0;6;[]
157;2;17;8.279;0;2014-02-25 02:55:57;1;0;0;6;[]
160;5;17;16.866;0;2014-02-25 02:55:57;1;0;0;6;[]
156;1;17;21.231;0;2014-02-25 02:55:57;2;0;0;6;[]
161;6;17;0.771;0;2014-02-25 02:55:57;1;0;0;6;[]
158;3;17;0.03;0;2014-02-25 02:55:57;1;0;0;6;[]
159;4;17;0.312;0;2014-02-25 02:55:57;3;0;0;6;[]
177;11;18;0.009;0;2014-02-25 22:48:50;1;0;0;7;[]
176;10;18;0.037;0;2014-02-25 22:48:50;1;0;0;7;[]
175;9;18;10.042;0;2014-02-25 22:48:50;1;0;0;7;[]
174;8;18;20.527;0;2014-02-25 22:48:50;1;0;0;7;[]
172;6;18;0.001;0;2014-02-25 22:48:50;1;0;0;7;[]
173;7;18;0.016;0;2014-02-25 22:48:50;1;0;0;7;[]
170;4;18;2.282;0;2014-02-25 22:48:50;3;0;0;7;[]
169;3;18;0.03;0;2014-02-25 22:48:50;1;0;0;7;[]
168;2;18;6.59;0;2014-02-25 22:48:50;1;0;0;7;[]
167;1;18;21.464;0;2014-02-25 22:48:50;2;0;0;7;[]
171;5;18;2.619;0;2014-02-25 22:48:50;1;0;0;7;[]
185;8;19;20.662;0;2014-02-26 00:43:20;1;0;0;8;[]
188;11;19;0.009;0;2014-02-26 00:43:20;1;0;0;8;[]
187;10;19;0.04;0;2014-02-26 00:43:20;1;0;0;8;[]
186;9;19;10.046;0;2014-02-26 00:43:20;1;0;0;8;[]
184;7;19;0.014;0;2014-02-26 00:43:20;1;0;0;8;[]
179;2;19;6.927;0;2014-02-26 00:43:20;1;0;0;8;[]
182;5;19;2.981;0;2014-02-26 00:43:20;1;0;0;8;[]
181;4;19;1.173;0;2014-02-26 00:43:20;3;0;0;8;[]
180;3;19;0;0;2014-02-26 00:43:20;1;0;0;8;[]
178;1;19;22.056;0;2014-02-26 00:43:20;2;0;0;8;[]
183;6;19;0.001;0;2014-02-26 00:43:20;1;0;0;8;[]
195;7;20;0.052;0;2014-02-26 05:48:27;1;0;0;9;[]
198;10;20;0.034;0;2014-02-26 05:48:27;1;0;0;9;[]
197;9;20;10.057;0;2014-02-26 05:48:27;1;0;0;9;[]
196;8;20;21.634;0;2014-02-26 05:48:27;1;0;0;9;[]
194;6;20;0.001;0;2014-02-26 05:48:27;1;0;0;9;[]
199;11;20;0.6;0;2014-02-26 05:48:27;1;0;0;9;[]
192;4;20;1.466;0;2014-02-26 05:48:27;3;0;0;9;[]
191;3;20;0.009;0;2014-02-26 05:48:27;1;0;0;9;[]
190;2;20;6.061;0;2014-02-26 05:48:27;1;0;0;9;[]
189;1;20;20.478;0;2014-02-26 05:48:27;2;0;0;9;[]
193;5;20;3.716;0;2014-02-26 05:48:27;1;0;0;9;[]
210;11;21;0.004;0;2014-02-27 18:30:39;1;0;0;10;[]
209;10;21;0.044;0;2014-02-27 18:30:39;1;0;0;10;[]
207;8;21;21.322;0;2014-02-27 18:30:39;1;0;0;10;[]
208;9;21;11.095;0;2014-02-27 18:30:39;1;0;0;10;[]
206;7;21;0.015;0;2014-02-27 18:30:39;1;0;0;10;[]
201;2;21;8.284;0;2014-02-27 18:30:39;1;0;0;10;[]
204;5;21;3.295;0;2014-02-27 18:30:39;1;0;0;10;[]
203;4;21;1.31;0;2014-02-27 18:30:39;3;0;0;10;[]
202;3;21;0;0;2014-02-27 18:30:39;1;0;0;10;[]
200;1;21;20.595;0;2014-02-27 18:30:39;2;0;0;10;[]
205;6;21;0.001;0;2014-02-27 18:30:39;1;0;0;10;[]
220;10;22;0.036;0;2014-02-27 22:51:15;1;0;0;11;[]
219;9;22;9.963;0;2014-02-27 22:51:15;1;0;0;11;[]
218;8;22;22.737;0;2014-02-27 22:51:15;1;0;0;11;[]
217;7;22;0.137;0;2014-02-27 22:51:15;1;0;0;11;[]
216;6;22;0;0;2014-02-27 22:51:15;1;0;0;11;[]
221;11;22;0.01;0;2014-02-27 22:51:15;1;0;0;11;[]
214;4;22;1.057;0;2014-02-27 22:51:15;3;0;0;11;[]
213;3;22;0;0;2014-02-27 22:51:15;1;0;0;11;[]
212;2;22;6.886;0;2014-02-27 22:51:15;1;0;0;11;[]
211;1;22;21.293;0;2014-02-27 22:51:15;2;0;0;11;[]
215;5;22;4.971;0;2014-02-27 22:51:15;1;0;0;11;[]
232;11;23;0.702;0;2014-03-01 02:43:59;1;0;0;12;[]
231;10;23;0.04;0;2014-03-01 02:43:59;1;0;0;12;[]
230;9;23;10.046;0;2014-03-01 02:43:59;1;0;0;12;[]
229;8;23;21.785;0;2014-03-01 02:43:59;1;0;0;12;[]
228;7;23;0.059;0;2014-03-01 02:43:59;1;0;0;12;[]
227;6;23;0.001;0;2014-03-01 02:43:59;1;0;0;12;[]
225;4;23;0.902;0;2014-03-01 02:43:59;3;0;0;12;[]
224;3;23;0.002;0;2014-03-01 02:43:59;1;0;0;12;[]
223;2;23;6.656;0;2014-03-01 02:43:59;1;0;0;12;[]
222;1;23;21.372;0;2014-03-01 02:43:59;2;0;0;12;[]
226;5;23;3.373;0;2014-03-01 02:43:59;1;0;0;12;[]
239;7;24;0.026;0;2014-03-01 20:55:50;1;0;0;13;[]
242;10;24;0.036;0;2014-03-01 20:55:50;1;0;0;13;[]
241;9;24;10.075;0;2014-03-01 20:55:50;1;0;0;13;[]
240;8;24;20.719;0;2014-03-01 20:55:50;1;0;0;13;[]
243;11;24;0.001;0;2014-03-01 20:55:50;1;0;0;13;[]
237;5;24;3.511;0;2014-03-01 20:55:50;1;0;0;13;[]
236;4;24;1.039;0;2014-03-01 20:55:50;3;0;0;13;[]
235;3;24;0.001;0;2014-03-01 20:55:50;1;0;0;13;[]
234;2;24;6.72;0;2014-03-01 20:55:50;1;0;0;13;[]
233;1;24;22.203;0;2014-03-01 20:55:50;2;0;0;13;[]
238;6;24;0;0;2014-03-01 20:55:50;1;0;0;13;[]
253;10;25;0.042;0;2014-03-02 03:16:05;1;0;0;14;[]
252;9;25;10.038;0;2014-03-02 03:16:05;1;0;0;14;[]
251;8;25;20.522;0;2014-03-02 03:16:05;1;0;0;14;[]
250;7;25;0.015;0;2014-03-02 03:16:05;1;0;0;14;[]
249;6;25;0;0;2014-03-02 03:16:05;1;0;0;14;[]
254;11;25;0;0;2014-03-02 03:16:05;1;0;0;14;[]
247;4;25;1.041;0;2014-03-02 03:16:05;3;0;0;14;[]
246;3;25;0;0;2014-03-02 03:16:05;1;0;0;14;[]
245;2;25;5.386;0;2014-03-02 03:16:05;1;0;0;14;[]
244;1;25;21.597;0;2014-03-02 03:16:05;2;0;0;14;[]
248;5;25;2.948;0;2014-03-02 03:16:05;1;0;0;14;[]
265;11;26;0.007;0;2014-03-02 08:19:22;1;0;0;15;[]
264;10;26;0.031;0;2014-03-02 08:19:22;1;0;0;15;[]
263;9;26;10.043;0;2014-03-02 08:19:22;1;0;0;15;[]
262;8;26;20.503;0;2014-03-02 08:19:22;1;0;0;15;[]
261;7;26;0.003;0;2014-03-02 08:19:22;1;0;0;15;[]
260;6;26;0.001;0;2014-03-02 08:19:22;1;0;0;15;[]
258;4;26;0.941;0;2014-03-02 08:19:22;3;0;0;15;[]
257;3;26;0.001;0;2014-03-02 08:19:22;1;0;0;15;[]
256;2;26;5.07;0;2014-03-02 08:19:22;1;0;0;15;[]
255;1;26;21.55;0;2014-03-02 08:19:22;2;0;0;15;[]
259;5;26;2.828;0;2014-03-02 08:19:22;1;0;0;15;[]
272;7;27;0.009;0;2014-03-02 18:40:40;1;0;0;16;[]
275;10;27;0.03;0;2014-03-02 18:40:40;1;0;0;16;[]
274;9;27;10.043;0;2014-03-02 18:40:40;1;0;0;16;[]
273;8;27;20.597;0;2014-03-02 18:40:40;1;0;0;16;[]
271;6;27;0.001;0;2014-03-02 18:40:40;1;0;0;16;[]
276;11;27;0.011;0;2014-03-02 18:40:40;1;0;0;16;[]
269;4;27;0.969;0;2014-03-02 18:40:40;3;0;0;16;[]
266;1;27;21.655;0;2014-03-02 18:40:40;2;0;0;16;[]
270;5;27;3.219;0;2014-03-02 18:40:40;1;0;0;16;[]
268;3;27;0.006;0;2014-03-02 18:40:40;1;0;0;16;[]
267;2;27;6.521;0;2014-03-02 18:40:40;1;0;0;16;[]
287;11;28;0.001;0;2014-03-02 19:49:30;1;0;0;17;[]
286;10;28;0.035;0;2014-03-02 19:49:30;1;0;0;17;[]
285;9;28;10.079;0;2014-03-02 19:49:30;1;0;0;17;[]
284;8;28;20.626;0;2014-03-02 19:49:30;1;0;0;17;[]
283;7;28;0.013;0;2014-03-02 19:49:30;1;0;0;17;[]
280;4;28;2.036;0;2014-03-02 19:49:30;3;0;0;17;[]
279;3;28;0.008;0;2014-03-02 19:49:30;1;0;0;17;[]
278;2;28;6.756;0;2014-03-02 19:49:30;1;0;0;17;[]
277;1;28;20.452;0;2014-03-02 19:49:30;2;0;0;17;[]
281;5;28;3.444;0;2014-03-02 19:49:30;1;0;0;17;[]
282;6;28;0;0;2014-03-02 19:49:30;1;0;0;17;[]
293;6;29;0;0;2014-03-02 22:11:52;1;0;0;18;[]
297;11;29;0.013;0;2014-03-02 22:11:52;1;0;0;18;[]
296;9;29;10.06;0;2014-03-02 22:11:52;1;0;0;18;[]
295;8;29;22.215;0;2014-03-02 22:11:52;1;0;0;18;[]
294;7;29;0.001;0;2014-03-02 22:11:52;1;0;0;18;[]
292;5;29;5.712;0;2014-03-02 22:11:52;1;0;0;18;[]
290;3;29;0.005;0;2014-03-02 22:11:52;1;0;0;18;[]
289;2;29;0.266;0;2014-03-02 22:11:52;1;1;1;18;[]
288;1;29;20.778;0;2014-03-02 22:11:52;2;0;0;18;[]
291;4;29;0.144;0;2014-03-02 22:11:52;3;0;0;18;[]
308;11;30;0.014;0;2014-03-02 22:28:23;1;0;0;18;[]
307;10;30;0.038;0;2014-03-02 22:28:23;1;0;0;18;[]
306;9;30;10.07;0;2014-03-02 22:28:23;1;0;0;18;[]
305;8;30;22.248;0;2014-03-02 22:28:23;1;0;0;18;[]
304;7;30;0.041;0;2014-03-02 22:28:23;1;0;0;18;[]
303;6;30;0;0;2014-03-02 22:28:23;1;0;0;18;[]
301;4;30;0.16;0;2014-03-02 22:28:23;3;0;0;18;[]
300;3;30;0.006;0;2014-03-02 22:28:23;1;0;0;18;[]
299;2;30;2.836;0;2014-03-02 22:28:23;1;0;0;18;[]
298;1;30;21.02;0;2014-03-02 22:28:23;2;0;0;18;[]
302;5;30;3.322;0;2014-03-02 22:28:23;1;0;0;18;[]
315;7;31;0.009;0;2014-03-02 23:30:16;1;0;0;19;[]
318;10;31;0.035;0;2014-03-02 23:30:16;1;0;0;19;[]
317;9;31;10.365;0;2014-03-02 23:30:16;1;0;0;19;[]
316;8;31;21.042;0;2014-03-02 23:30:16;1;0;0;19;[]
314;6;31;0.727;0;2014-03-02 23:30:16;1;0;0;19;[]
319;11;31;0.026;0;2014-03-02 23:30:16;1;0;0;19;[]
312;4;31;0.272;0;2014-03-02 23:30:16;3;0;0;19;[]
311;3;31;0.004;0;2014-03-02 23:30:16;1;0;0;19;[]
310;2;31;3.222;0;2014-03-02 23:30:16;1;0;0;19;[]
309;1;31;20.644;0;2014-03-02 23:30:16;2;0;0;19;[]
313;5;31;3.076;0;2014-03-02 23:30:16;1;0;0;19;[]
330;11;32;0.007;0;2014-03-03 19:28:38;1;0;0;20;[]
329;10;32;0.037;0;2014-03-03 19:28:38;1;0;0;20;[]
328;9;32;10.046;0;2014-03-03 19:28:38;1;0;0;20;[]
327;8;32;20.53;0;2014-03-03 19:28:38;1;0;0;20;[]
326;7;32;0.001;0;2014-03-03 19:28:38;1;0;0;20;[]
331;12;32;93.551;0;2014-03-03 19:28:38;1;0;0;20;[]
324;5;32;3.904;0;2014-03-03 19:28:38;1;0;0;20;[]
323;4;32;0.162;0;2014-03-03 19:28:38;3;0;0;20;[]
322;3;32;0.001;0;2014-03-03 19:28:38;1;0;0;20;[]
321;2;32;2.777;0;2014-03-03 19:28:38;1;0;0;20;[]
320;1;32;22.522;0;2014-03-03 19:28:38;2;0;0;20;[]
325;6;32;0;0;2014-03-03 19:28:38;1;0;0;20;[]
343;12;33;97.015;0;2014-03-03 19:40:16;1;0;0;20;[]
342;11;33;0.01;0;2014-03-03 19:40:16;1;0;0;20;[]
341;10;33;0.039;0;2014-03-03 19:40:16;1;0;0;20;[]
340;9;33;10.06;0;2014-03-03 19:40:16;1;0;0;20;[]
339;8;33;20.632;0;2014-03-03 19:40:16;1;0;0;20;[]
338;7;33;0.006;0;2014-03-03 19:40:16;1;0;0;20;[]
337;6;33;0;0;2014-03-03 19:40:16;1;0;0;20;[]
335;4;33;0.184;0;2014-03-03 19:40:16;3;0;0;20;[]
334;3;33;0.007;0;2014-03-03 19:40:16;1;0;0;20;[]
333;2;33;3.181;0;2014-03-03 19:40:16;1;0;0;20;[]
332;1;33;22.559;0;2014-03-03 19:40:16;2;0;0;20;[]
336;5;33;3.128;0;2014-03-03 19:40:16;1;0;0;20;[]
351;8;34;20.526;0;2014-03-04 01:03:34;1;0;0;21;[]
354;11;34;0.022;0;2014-03-04 01:03:34;1;0;0;21;[]
353;10;34;0.042;0;2014-03-04 01:03:34;1;0;0;21;[]
352;9;34;10.06;0;2014-03-04 01:03:34;1;0;0;21;[]
350;7;34;0.027;0;2014-03-04 01:03:34;1;0;0;21;[]
355;12;34;96.854;0;2014-03-04 01:03:34;1;0;0;21;[]
348;5;34;3.032;0;2014-03-04 01:03:34;1;0;0;21;[]
344;1;34;22.271;0;2014-03-04 01:03:34;2;0;0;21;[]
345;2;34;3.146;0;2014-03-04 01:03:34;1;0;0;21;[]
349;6;34;0.002;0;2014-03-04 01:03:34;1;0;0;21;[]
347;4;34;0.207;0;2014-03-04 01:03:34;3;0;0;21;[]
346;3;34;0.001;0;2014-03-04 01:03:34;1;0;0;21;[]
367;12;35;93.423;0;2014-03-04 08:03:51;1;0;0;22;[]
366;11;35;0.006;0;2014-03-04 08:03:51;1;0;0;22;[]
365;10;35;0.038;0;2014-03-04 08:03:51;1;0;0;22;[]
364;9;35;10.924;0;2014-03-04 08:03:51;1;0;0;22;[]
362;7;35;0.015;0;2014-03-04 08:03:51;1;0;0;22;[]
363;8;35;20.959;0;2014-03-04 08:03:51;1;0;0;22;[]
360;5;35;2.842;0;2014-03-04 08:03:51;1;0;0;22;[]
359;4;35;0.168;0;2014-03-04 08:03:51;3;0;0;22;[]
358;3;35;0.002;0;2014-03-04 08:03:51;1;0;0;22;[]
357;2;35;3.859;0;2014-03-04 08:03:51;1;0;0;22;[]
356;1;35;20.496;0;2014-03-04 08:03:51;2;0;0;22;[]
361;6;35;0.001;0;2014-03-04 08:03:51;1;0;0;22;[]
379;12;36;99.249;0;2014-03-04 22:41:31;1;0;0;23;[]
378;11;36;0.333;0;2014-03-04 22:41:31;1;0;0;23;[]
377;10;36;0.039;0;2014-03-04 22:41:31;1;0;0;23;[]
376;9;36;16.504;0;2014-03-04 22:41:31;1;0;0;23;[]
375;8;36;20.826;0;2014-03-04 22:41:31;1;0;0;23;[]
374;7;36;0.2;0;2014-03-04 22:41:31;1;0;0;23;[]
373;6;36;0;0;2014-03-04 22:41:31;1;0;0;23;[]
371;4;36;1.152;0;2014-03-04 22:41:31;3;0;0;23;[]
370;3;36;0.047;0;2014-03-04 22:41:31;1;0;0;23;[]
369;2;36;6.194;0;2014-03-04 22:41:31;1;0;0;23;[]
368;1;36;20.695;0;2014-03-04 22:41:31;2;0;0;23;[]
372;5;36;4.676;0;2014-03-04 22:41:31;1;0;0;23;[]
391;12;37;93.96;0;2014-03-05 01:09:03;1;0;0;24;[]
390;11;37;0.739;0;2014-03-05 01:09:03;1;0;0;24;[]
389;10;37;0.038;0;2014-03-05 01:09:03;1;0;0;24;[]
388;9;37;20.228;0;2014-03-05 01:09:03;1;0;0;24;[]
387;8;37;21.539;0;2014-03-05 01:09:03;1;0;0;24;[]
386;7;37;0.057;0;2014-03-05 01:09:03;1;0;0;24;[]
385;6;37;0;0;2014-03-05 01:09:03;1;0;0;24;[]
383;4;37;0.364;0;2014-03-05 01:09:03;3;0;0;24;[]
